,feedstock_input,biochar_product,biochar_product_bound_carbon,net_energy_product,biooil_product,biooil_product_bound_carbon,bio_CO2,fossil_CO2,CO,SO2,NO2,NO,H2,Cl,HCl,PM,all_metals,ash_to_landfill
0,1,0.2475540581233273,0.7530218030773671,11.565273907782977,0.29912961819316414,0.7551788546336247,0.9942956952078521,0.0,0.07500887961136816,0.14556178617651644,11.139932615549728,167.8416514076159,0.011139932615549727,0.26735838277319346,30.449149149169255,12.303436688729366,5.050102785715876,139.6204887815566
1,1,0.20007745470791596,0.8067060244204459,10.25297039467631,0.2190123816915181,0.5304153160204685,0.8260585866149875,0.0,0.06062346877649853,0.11764554336825458,9.003485461856219,135.65251429196704,0.009003485461856219,0.21608365108454924,24.609526929073663,9.943849498983424,4.081580076041486,112.84368445526461
2,1,0.30607261117706713,1.085935182138506,16.324650146075445,0.43215479724185635,1.5253210820039216,0.5525252565161659,0.0,0.09274000118665134,0.17997069537211546,13.773267502968022,207.51723037805152,0.01377326750296802,0.33055842007123254,37.646931174779255,15.211808775500238,6.243881268012169,172.62495270386586
3,1,0.2682609398569789,0.9174182441128125,10.545069977162267,0.28071423843538934,0.6419009978057545,0.9857772494915836,0.0,0.08128306477666461,0.1577374326359036,12.071742293564052,181.8809172230317,0.01207174229356405,0.28972181504553723,32.9960956024084,13.332568710891852,5.47252317308237,151.2991700793361
4,1,0.22509948835664262,0.7452709973778081,18.49528490424519,0.21758983012973032,0.6233550371720721,1.490647823599362,0.0,0.06820514497206272,0.13235849915370584,10.129476976048919,152.6174531058037,0.010129476976048917,0.24310744742517404,27.68723706786704,11.18744457132514,4.592029562475509,126.95611143314643
5,1,0.25998034004073073,0.9660883662906627,16.456126581784662,0.2999897861058131,0.9577909481470441,0.9801044506321921,0.0,0.07877404303234141,0.15286843994394966,11.699115301832883,176.26667054761543,0.011699115301832883,0.2807787672439892,31.977581825009878,12.921022900024317,5.303598936830906,146.62891178297212
6,1,0.24272479938222452,0.6941869121685975,12.901094026126861,0.09087827166140336,0.2353737952300777,1.0984669793537127,0.0,0.07354561421281403,0.142722182036748,10.922615972200104,164.56741398114823,0.010922615972200104,0.2621427833328025,29.855150324013618,12.06342252929656,4.95158590739738,136.89678685157463
7,1,0.18013913362287237,0.5329176003465068,18.42010795862737,0.36281625720608995,0.9171564129961823,1.0213179108388897,0.0,0.05458215748773033,0.10592181057024895,8.106261013029258,122.13433259630747,0.008106261013029257,0.19455026431270217,22.1571134356133,8.952914941056758,3.674838325906596,101.59847136330002
8,1,0.2974747008489748,1.0738812178703947,12.21552391911364,0.33743344134471015,0.763628241506665,0.8312461136508915,0.0,0.09013483435723936,0.17491512409919718,13.386361538203866,201.68784717560493,0.013386361538203866,0.3212726769168928,36.589388204423905,14.784492632194048,6.068483897319086,167.7757312788218
9,1,0.21902834353682657,0.7421102085203535,10.657505690773213,0.2511210068162584,0.779930996674243,0.7703161834223538,0.0,0.06636558809165845,0.12878866599965402,9.856275459157196,148.5012169179684,0.009856275459157196,0.2365506110197727,26.94048625502967,10.88570867378028,4.4681782081512615,123.53198575477019
10,1,0.23514967280906796,0.6805124153142781,16.115633458164048,0.4386929606625067,1.4960550782600688,0.9490253407261501,0.0,0.07125035086114759,0.13826800761173194,10.581735276408057,159.43147816454808,0.010581735276408058,0.2539616466337934,28.923409755515358,11.686938738610678,4.797053325304986,132.62441546431432
