,harvesting_feller,harvesting_chainsaw,transportation,fossil_co2,bio_co2,bound_CO2
0,0.1792462611774876,0.14948835882917677,0.15837725937143815,0.0,0.9942956952078521,1.5082006577109919
1,0.07870121472197297,0.06385244319404816,0.11030291077850796,0.0,0.8260585866149875,1.3371213404409144
2,0.07093327061850845,0.060273959014915855,0.10497788665919566,0.0,0.5525252565161659,2.6112562641424275
3,0.06772941643246427,0.06031903396444604,0.1184094614830479,0.0,0.9857772494915836,1.5593192419185669
4,0.1053506818904424,0.09023931820644522,0.14052860292352265,0.0,1.490647823599362,1.3686260345498802
5,0.07525218929448516,0.05932645805096199,0.11156360533452156,0.0,0.9801044506321921,1.9238793144377069
6,0.1519243127428083,0.14336940778064197,0.12870824186228083,0.0,1.0984669793537127,0.9295607073986752
7,0.1311498199045336,0.10622287527063265,0.1358752304488873,0.0,1.0213179108388897,1.450074013342689
8,0.06791540439380056,0.05712208074560562,0.0914803488096342,0.0,0.8312461136508915,1.8375094593770598
9,0.1172611241118223,0.09487044018993393,0.141983726240776,0.0,0.7703161834223538,1.5220412051945966
10,0.07223734366198355,0.06546137632807886,0.11575718799547594,0.0,0.9490253407261501,2.176567493574347
11,0.07837698676168699,0.06752244481045871,0.11956178910210954,0.0,1.2561222093971225,2.225591355193686
12,0.05470874758472943,0.054828090178428074,0.10065578461311486,0.0,0.9535163569586712,2.014706262845997
13,0.06262879182185187,0.05282910502710448,0.09399003969419892,0.0,1.0001633433954131,1.5761664909553486
14,0.11089497551067284,0.10718814613324748,0.13357683039918422,0.0,1.2228309377288054,1.4361635195270135
15,0.1558374349816596,0.13149591080952786,0.14966638385386768,0.0,0.5819774398731591,1.9252043891163355
16,0.19508650153878873,0.17555954228322965,0.22612135641034525,0.0,0.9868634843355001,2.3739802931354275
17,0.06373683771282024,0.05855112598795783,0.10409852813720388,0.0,1.0594524403612073,1.9441276926392916
18,0.10160015200372369,0.10852833458172931,0.14374304171506297,0.0,0.817228520680798,1.6224821953360913
19,0.0875140397596617,0.0830123467312976,0.11190210480284997,0.0,0.8906261746597965,2.0894927500136227
20,0.08030443120623766,0.05984937803744892,0.10293753213381213,0.0,0.7605150817018652,1.7994143146540433
21,0.07212482682905252,0.0760579117425772,0.11857271665838597,0.0,0.9504850690212431,1.6084767281598622
22,0.08005214496240214,0.06148717592833743,0.12370250195272475,0.0,0.7726530310119285,1.164407070937778
23,0.0611650019837664,0.056121936171618744,0.10784535717940967,0.0,0.8824522308311059,2.249593223429627
24,0.2165822233406607,0.19026058440065055,0.23531163782858333,0.0,0.756743950030412,0.9818940925006561
