,harvesting_feller,harvesting_chainsaw,transportation,fossil_co2,bio_co2,bound_CO2
0,0.22165471689249608,0.16236008056772064,0.1920953504436821,0.0,0.6963182188307568,1.5274337416321977
1,0.06674381948212939,0.058478080729138855,0.09739086704180616,0.0,0.6014783091520494,1.0103763097367198
2,0.06356752264298478,0.05494533681716255,0.1036130584223792,0.0,0.9089568401933031,1.1816051681142514
3,0.07099166148501795,0.06395062306879365,0.1202212736032652,0.0,0.951535342876495,1.092685225231084
4,0.0967968821735087,0.08703462482949594,0.11596961648353532,0.0,1.1743064679989768,1.4472734904131537
5,0.07026933120084534,0.06028563995386872,0.1098405673464071,0.0,1.0907988612383461,1.6661888870599033
6,0.12144970928281972,0.13626471922130587,0.1245506599147543,0.0,0.8433093387500288,1.6760626899370625
7,0.12266154417519658,0.10614117446685045,0.1208401501127721,0.0,1.1229789105202608,1.9466013790305683
8,0.06650949920722996,0.05582553458254317,0.11074264127102967,0.0,0.9171999575668544,1.1310828443684646
9,0.10655588691693921,0.10952384892459377,0.1322865488794801,0.0,0.5728374749854539,1.5405235570725158
10,0.0790201566469809,0.05888327504475786,0.1179498746324065,0.0,0.8040808826303981,1.7529191144840528
11,0.07545106928597096,0.06974889108407387,0.11055518379415535,0.0,0.935514906179515,1.5258247178941633
12,0.060117646207183344,0.06125344675469775,0.10985350981888498,0.0,0.5135493356204255,1.321587088617187
13,0.06278411758901072,0.056615671102699626,0.10888057368996515,0.0,0.786067214771696,1.148779020303912
14,0.11698199324989646,0.1049879483298072,0.15834255605948008,0.0,0.8850854578977873,1.7583847698921224
15,0.15038277980474754,0.11913160298932331,0.14428892317001474,0.0,1.0626456865201845,1.2258466870998126
16,0.16086593584373762,0.15680906931010108,0.21628493052402872,0.0,1.0267661597786952,2.028073509955008
17,0.0584667326721335,0.05553576459570969,0.11985322689941673,0.0,0.9056034898573809,1.9767984482729588
18,0.11875972217671468,0.09851166158486314,0.14057047086393737,0.0,1.355807590239736,1.82473691878056
19,0.0860082397097496,0.09014921044907433,0.11492446446067467,0.0,0.7640578569351127,0.8976513164050672
20,0.06809481950532202,0.06085396076509673,0.1079864701470642,0.0,0.3762374690921646,1.3880037889609484
21,0.07909861554507842,0.0690682576209866,0.10520522322072379,0.0,0.7062618432231986,1.814928188657063
22,0.08339335987018427,0.06464787415217618,0.11476398474294872,0.0,1.0023742826074138,1.8793692500859525
23,0.05453186495580632,0.054552028702772884,0.09876148990811495,0.0,0.7844136349842717,2.005648898647737
24,0.2561337453456206,0.18203598617931707,0.21268895131970067,0.0,0.8994859834697376,1.2681432823169692
25,0.07586888260282997,0.07584888910876333,0.11374294330809682,0.0,1.5223587923352513,2.426724708390038
26,0.0767689306558419,0.06797525342616922,0.10135850921393952,0.0,1.1704228313346317,1.7482323896208243
27,0.13889316361351514,0.1298668212286748,0.18746854270421365,0.0,0.5742587654586202,1.3098696833550139
28,0.08103858450670368,0.05863192217970041,0.09904427866007953,0.0,1.0800379466421783,1.686175340841016
29,0.07613729373203472,0.07394902098794269,0.09868076231946875,0.0,1.1000361958796283,1.333459278846657
30,0.088851350415455,0.07406484110022105,0.12676625377666434,0.0,0.7607842166573298,1.6177733339792535
31,0.1248943136144013,0.10172881088223494,0.1614454101484801,0.0,0.7456010760369174,1.5757548752588373
32,0.2554427103086844,0.1906541288344112,0.23759106522299042,0.0,0.9746335808849184,1.7905309444967492
33,0.1213421043380811,0.10322364516005382,0.1468414161527576,0.0,1.137551238953454,2.062518887934209
34,0.0783744253013495,0.07264227934736352,0.12696252200750827,0.0,0.5989482524200375,0.8725257482374554
35,0.0791670320818181,0.066310340100471,0.10828395022766624,0.0,0.7772563995482621,1.537511435911502
36,0.06861419316721103,0.06189449445434336,0.1200739494679534,0.0,1.2755398298683198,2.055126748610229
37,0.0850054560229992,0.08004128442426063,0.12604058286417597,0.0,0.7470495386696365,1.691298803855485
38,0.13173048533937956,0.1517106299796839,0.15051450023228508,0.0,0.7212511326707064,2.48837165888893
39,0.07927305519071269,0.0637718798015581,0.12368100577118546,0.0,1.029481455081681,1.840748534844161
40,0.14719032748862387,0.13063211808886366,0.17014682624833616,0.0,0.7465555941495408,1.4330290625429845
41,0.10779536464274757,0.09549488544586048,0.12031023122521695,0.0,0.6560400814463776,1.9516516831336181
42,0.09172636500014082,0.08814773334331558,0.1240389581976041,0.0,0.8072033673125859,2.107721087183479
43,0.05841445650738133,0.05394979137690415,0.1127242323209714,0.0,0.7624210484373267,1.434728699231524
44,0.1060711922362391,0.09720821290825155,0.15398075277820747,0.0,0.694663607675945,1.4745057897340663
45,0.0754657296704891,0.055306397126698166,0.0986621363798045,0.0,0.7875969355200103,2.061192986041104
46,0.0660074270109604,0.06842859159835497,0.10763136202209975,0.0,0.7695941648524901,1.6064086054858908
47,0.10947769619566942,0.09297336090510812,0.12522572740248306,0.0,0.9362810933879794,1.3188499545027268
48,0.12904187402575223,0.1201939035516149,0.15785868345670817,0.0,0.9361475800383259,1.8858801100089426
49,0.10196488682529282,0.08284983524861066,0.1346466365912828,0.0,0.7116099632446513,1.8884946529429167
50,0.09074883433148319,0.0673075628480661,0.10388815076275677,0.0,0.6859438542402556,1.1487924693152212
51,0.10499956949568895,0.08196591916168404,0.12337655412553951,0.0,0.876630296906079,1.8100492637293129
52,0.07611569227803701,0.06548136426430795,0.1274716718968979,0.0,0.8948036670770773,2.2627793565272865
53,0.09740891547636417,0.07743862895774367,0.12053023939333019,0.0,0.7425677328815266,1.6644625420434864
54,0.057862456247001676,0.05196439579065351,0.10945366114169625,0.0,0.9819684844872292,1.689163354632824
55,0.08284467943229348,0.08268756238054602,0.11337810218363231,0.0,1.1126039346363992,2.233984499803809
56,0.10950541895847761,0.09493047191873719,0.15109943659794942,0.0,0.8780459593431903,1.8251564549357584
57,0.07100080379058883,0.06683109212033184,0.09916424052610201,0.0,0.7007024363449557,1.1768490010399821
58,0.0975630828877829,0.08395783765520261,0.1142759269493282,0.0,0.8838784866503792,1.7818133783483106
59,0.05828258237746911,0.06152293910668413,0.12197285262007798,0.0,1.1273943867196494,1.4473575121447002
60,0.0758732649939837,0.06340552992485435,0.13070081968250186,0.0,1.0001039039358026,0.773538133438803
61,0.08585340603189673,0.07299164756453491,0.11790615794559765,0.0,0.7348481389139427,1.4731622369223443
62,0.21685477041353635,0.20009260821307495,0.17474301746712956,0.0,0.9518464266225727,2.268926814571881
63,0.06312271513153044,0.06035338121222818,0.09257861735808198,0.0,0.8688933327840168,1.893166064877678
64,0.06910031015698934,0.0691189611654569,0.09858799398243417,0.0,1.1712217621872287,1.6959450246892427
65,0.09025208856012187,0.0825253293970689,0.11830382671236778,0.0,1.1611306771068284,1.476363414926902
66,0.06713662959058085,0.0760262172284386,0.10160312091269419,0.0,0.8619819393100197,2.0564658904562054
67,0.08229788304188655,0.06627994547198762,0.1178020368301775,0.0,0.851192522084345,1.4628294792051149
