,nitrogen_kg_per_t_greenwood,phosphate_kg_per_t_greenwood,potassium_kg_per_t_greenwood,herbicide_kg_per_t_greenwood,diesel_planting_L_per_t_greenwood,lubricants_planting_L_per_t_greenwood,electric_planting_MJ_per_t_greenwood,diesel_harvesting_L_per_t_greenwood_MA,lubricants_harvesting_L_per_t_greenwood_MA,gasoline_harvesting_L_per_t_greenwood_MA,harvesting_equipment_harvesting_kg_per_t_greenwood_MA,yield_residue_ton_of_drylog
2285,0.22667998684723936,0.05533223172400371,0.0005314172782004302,0.0012586048559776238,0.19792373138887395,0.00010162333520938774,0.4715917504365543,3.7562771702648594,0.07098980985523543,1.6795419356183687,0.336631560043558,61.243734410057264
2286,0.15795894989903694,0.040995992409851086,0.00041782710161212,0.0026638943660863353,0.22749396369981592,0.0009357551209242818,0.45671510597006004,3.7618404017269786,0.08291824246727429,1.7101997907891848,0.3293844100763815,65.98200826443872
2287,0.24862739471362916,0.047692779630596156,0.00010471429327730453,0.005156194037709781,0.10427110615339105,0.0011802289425747626,0.39996121963864356,3.457333902103536,0.06180660286288312,1.1508369700642038,0.2856582068306851,70.76403837072964
2288,0.466633669488759,0.04988277343459508,0.00019886863122289803,0.006611382537814819,0.21540222841162313,0.0016897931124723504,0.5345789848676166,5.046744708035948,0.09140632850230576,1.9379154449910827,0.369429094477353,56.34361771623654
2289,0.3766042600243922,0.04917844205661483,5.173611886870376e-05,0.0009686789095310481,0.19694971737608727,0.0017634204001447874,0.49416294535161476,4.9438561413551545,0.07110648617451812,1.6253699683227218,0.31911638539608433,93.61077271318021
2290,0.18795619208605885,0.03517242422736955,0.00011648239866616029,0.004463209409605326,0.1428491499838988,9.359891920628727e-06,0.385260736561142,6.282416314738424,0.06635325223061299,1.3235330030374688,0.2814878240950935,78.12768316286031
2291,0.3952927070121302,0.030211372362903107,0.0001579119150776355,0.006649932247353436,0.08953875366227539,0.001373941741353363,0.48994884600831906,5.15338487047871,0.07592218692279182,1.600770527342376,0.3325373476023884,49.60890910316184
2292,0.15749392452407937,0.04441699606033641,0.00044635366961807055,0.0016514116074137198,0.10415775382732081,0.0016951137067153406,0.41127720865221806,4.125036114725787,0.05309677521201734,1.261695200784805,0.2995108368735218,91.24591998679013
2293,0.6380540902969956,0.04644290125032058,0.0004055929702430371,0.00328875932601964,0.08584202302540599,0.0018272703993151655,0.4915059788053675,7.586701037881287,0.06677781339072421,1.7591950330326256,0.3600194439363534,48.35904209717016
2294,0.7223374039873566,0.0653941337912258,0.0002705230533107958,0.0018160017242018398,0.2402328969908555,0.0015009366220631287,0.5643255021109362,9.423858090055866,0.07746541348275471,1.7777137473313347,0.3947855812002902,55.27174573583803
2295,0.41875590179861233,0.030945231152481215,0.00040582625508079186,0.002456102554979901,0.179874512112487,0.001776827267493192,0.4547976116059446,3.662941975090427,0.06295551694469059,1.4432975531171781,0.32403938030410157,79.9895212159501
2296,0.6914549814476363,0.037300913895317006,0.00045090370603758354,0.003343542123955817,0.11937253240587976,0.0004474019029456257,0.49114501842926395,6.736750967383609,0.10356887929015515,1.399997576442337,0.3494883424259005,82.11153480421068
2297,0.11818887969248311,0.04207343513791132,0.0003721050818607397,0.0017264514457241947,0.03793184805187356,0.0005629175076950177,0.4351224459510693,3.617368063130628,0.051131138280560484,1.4958518311844329,0.2992405636836291,111.12608469489864
2298,0.31107930453007065,0.05320458133922001,0.00019543948866106902,0.0013352511831899922,0.124203380786946,0.0018186441163797053,0.47323650950521795,3.8597356749429848,0.08222857513113406,1.7132977397366498,0.32442769090587675,64.45294371754851
2299,0.7953181281401527,0.0462388369312789,6.656985385322269e-06,0.0033902707755138046,0.19264762971934288,0.0018223008185635483,0.48135414305619945,4.042686769640989,0.08576628187435799,1.516117275313323,0.3652231531885141,54.46794285206895
2300,0.2679047802514296,0.03761285764105904,8.418365835385904e-06,0.00020455748345953877,0.09251031271823383,0.0017347011147614139,0.529668855675479,4.161709790973317,0.07749891288699427,1.8929356568163038,0.35831181581060845,51.13440374631817
2301,0.09054413695883577,0.028892586068498823,0.00013707775841090866,0.0018417720942986095,0.0715502136967845,0.001102376872135859,0.34256244919936846,4.6481820571249575,0.052982329294064774,1.154065987456529,0.23019758343786112,62.23243587276357
2302,0.5257034735434881,0.031331664808731535,0.000322423095354773,0.004158621644090367,0.15646788438266923,0.00028355891814422834,0.578320909779534,8.507934242022463,0.08945153621144353,1.653671240215651,0.3862642934725791,59.24110961969927
2303,0.44238081428286663,0.02698941423205534,0.0002611108234945987,0.0060763721035407255,0.21541809484904512,0.0015520277603250578,0.5517598825325378,7.033238211348792,0.10196109101768391,1.7789031549399545,0.41364773461371146,63.48953657559018
2304,1.1840042809193752,0.029182821935906825,0.0002648546017031956,0.0010839349273073639,0.3718883202985676,7.554910724450081e-06,0.49795574174801704,6.685753003626954,0.08043625552249323,1.5695543913289278,0.34413176134787277,59.109337962353614
2305,1.2063305392263692,0.03126679979511078,0.0005487524840199998,0.003010524423078133,0.20866195295208928,0.0011208991871564527,0.5607226109278729,4.816378317163797,0.09271854698625655,1.990462559510355,0.4012716915746882,90.93387482255913
2306,0.16178845954553603,0.0521303382431638,7.189054065765002e-05,0.00035831778308095157,0.19384261573747485,0.0010006723271490645,0.500978503226577,4.629458265794987,0.09399695932675486,1.5153275934994894,0.3499174826925122,61.7396639187173
2307,0.7011775950491703,0.05242093721052621,0.0004451674149310406,0.002312049613861423,0.14121594107617721,0.0004370053686205693,0.5071858454785991,4.002818395566664,0.09750500270826278,1.5585727053030107,0.36604401272565523,66.1287258998739
2308,0.3565972291499423,0.04165477031545243,0.00023837601129091332,0.0026679621418377658,0.06018437672710132,0.00017376951503299127,0.47047401641652903,3.765284445593326,0.06850851431887568,1.7230175306424174,0.3453010696737157,76.7845710506009
2309,0.07729402814532754,0.03718935029592313,3.489208711662367e-05,0.006626123139278351,0.10265193902865467,0.0009567895289766737,0.5384008600579889,4.331033326301361,0.10715544866574403,1.9612960452410768,0.3953754453008311,78.37037187340037
2310,0.21593159741548718,0.03911025516247049,0.0005555224453744422,0.00666137781592892,0.15688465024622278,0.002027298747442145,0.5087607131981141,7.702387579495863,0.09765505162055994,1.451120817980497,0.32911677656445676,49.42143584208567
2311,0.9566412533986014,0.05524581794506206,0.0004953892949808217,0.00023842447784151133,0.10263221995076192,0.000736126578795108,0.5191794975384639,4.083641174862168,0.06752820431660643,1.8742818732612119,0.34990924714816246,58.48169431177472
2312,0.1451475925387065,0.04644288009681651,8.215098581268446e-05,0.004103183735029792,0.33621654720248395,0.00041422862266516204,0.4360710226830455,3.591359909047157,0.05368190914390275,1.2450715482874986,0.2943513334332249,69.75521768359694
2313,0.17263698580516093,0.05510003972645124,0.000408780316024953,0.004006864461169379,0.13107157128948346,0.0010999867447171476,0.4587755547048988,3.8216338892863737,0.07900257083336237,1.6865680219915165,0.33063751799278607,68.85559438311849
2314,0.1910028119500191,0.017059607744045486,0.00013826201980967481,0.0045246026433475705,0.17500514735713502,0.00031274731260918793,0.4081892619890788,5.6049117377904984,0.07807254119813559,1.391001896621605,0.281211277615996,57.43514113643471
2315,0.18414862129862017,0.056183819104848744,0.0004916536533401028,0.006546688272972097,0.0747609149512086,0.0006288797711272034,0.5162143209874142,4.086496899486213,0.06991145647410509,1.5891524689141876,0.3763947466751027,54.67006917504816
2316,1.0691043353197713,0.04998497961908926,0.00010401641230217426,0.0037886405668575694,0.10583221695739929,0.00030621232048225455,0.4696838679783339,3.787620224546444,0.06858781695503852,1.7514877850981823,0.33451121068809275,112.17184340365775
2317,0.038296022907126984,0.03859766593684709,0.0003413157730452538,0.002018443596730318,0.07207545170333367,0.001261347103455235,0.35821911773976656,2.934698517905868,0.05622711817753354,1.3079247029051484,0.2553795337852375,72.15873910045845
2318,0.4172167891133153,0.0667528358414501,1.1347448706659324e-05,0.007372627028238088,0.4239164302036589,0.0014416566877636066,0.5638856604979057,4.873575169507854,0.08054414285889396,1.953705224473343,0.40501090174882065,40.51223085696479
2319,0.10407361845929489,0.03794022046181502,1.848536547380868e-05,0.004762302631635682,0.21078653891143642,0.0009077288306304535,0.4708489876783401,6.154899905236673,0.0832898134470578,1.501547555433487,0.3337963423504301,78.75314691558184
2320,0.6140116880595226,0.03653834416117523,9.43139088658857e-05,0.0016276822178319446,0.11797790212528136,0.0001365589069700386,0.49159532630631436,4.005868845167545,0.08109151753465833,1.6493944629885393,0.3362909932446873,64.98742159284956
2321,0.08100521943186874,0.048593851246170675,9.090126865434941e-05,0.0021450543972342706,0.17855704459962057,0.0013494294888452096,0.5306431202410012,7.968882185614693,0.07697205928964254,1.7187759179145066,0.34887840445404505,61.46526492201702
2322,0.08355071831975727,0.0502880800752028,0.0003771068740643057,0.00635211935176015,0.24102304480902248,0.0012814736071914436,0.42205742980745126,3.5717646481640632,0.0642725148545786,1.3978276579611784,0.29288312279841355,75.11774907115421
2323,0.2794590055488175,0.0601157727419911,0.0003252339913461079,0.005088656891442935,0.1208143767338229,0.001977999172728554,0.5132388957193126,4.061825085931968,0.07982920831356932,1.8408258843934737,0.3751076982232653,57.51676169452758
2324,0.7236573372487093,0.022659679501989282,0.00033459339327630817,0.002789578831750896,0.05995311221496584,0.0009640502575175651,0.45651659874494066,3.8655735711989827,0.06527846859076528,1.5103579356254944,0.30031011460524926,93.37400917658427
2325,0.03876256313848381,0.04171288156929221,0.00015513559864688544,0.006578203172716173,0.181767417786502,2.804395524098037e-05,0.4676703484926914,3.768024242489632,0.08469551705954897,1.3510964586884604,0.33949517306843335,60.52039761865763
2326,0.5662977736706193,0.022131085843593787,0.00010887275391761731,0.005157133484833352,0.10996041228109038,0.0016822406120128872,0.47834022783280755,6.450287931926451,0.074383438862097,1.675632636996835,0.3289671915621614,74.58312473620902
2327,1.1047621487875978,0.058405984186042675,0.0004660583558730955,0.0009913750164819953,0.10148290596268937,0.0011199748451064338,0.49096548941439666,4.1218861838639915,0.06821200663283206,1.727106727944903,0.3276760513339993,77.32843733647543
2328,0.6105355183445341,0.03080455529289141,0.0005661713623611292,0.004186167359809233,0.08288792782343246,0.00013576349567057182,0.5416116429469681,4.606934708996593,0.0876677470442317,1.648951086422914,0.4047009457549837,56.21268671078173
2329,0.07945529383201168,0.03894013335221915,0.00047183704474960877,0.0037200793270874425,0.15806590805230922,0.0015368648579318239,0.42628799682317386,3.6100900430284755,0.07695700979035577,1.5420091434525423,0.3110110522975161,75.61345945568534
