,veneer_hardwood_data,veneer_hardwood_mass_req,veneer_hardwood_green_wood_mass_req,veneer_hardwood_vol_req,veneer_hardwood_loss_efficiency,veneer_hardwood_green_to_mass_prop,veneer_hardwood_sources,source,tree_type,study_area
0,653,829.3100000000001,1.4422782608695655,1.27,0.7874015748031495,0.575,Harwood_veneer_1 (Oak Mix - Poplar) (SE),Harwood_veneer_1,(Oak Mix - Poplar),(SE)
